Symbol,Company Name,Cap Category,Sector,ISIN,Date of Listing,Index Source
SENORES,Senores Pharmaceuticals Limited,Micro Cap,Healthcare & Pharma,INE0RB801010,30-DEC-2024,EQUITY_L (beyond Nifty 500)
SEPC,SEPC Limited,Micro Cap,Others / Diversified,INE964H01014,20-FEB-2008,EQUITY_L (beyond Nifty 500)
SERVOTECH,Servotech Renewable Power System Limited,Micro Cap,Information Technology,INE782X01033,02-SEP-2021,EQUITY_L (beyond Nifty 500)
SESHAPAPER,Seshasayee Paper and Boards Limited,Micro Cap,Paper & Packaging,INE630A01024,29-MAR-1995,EQUITY_L (beyond Nifty 500)
SETCO,Setco Automotive Limited,Micro Cap,Automobile & Auto Components,INE878E01021,01-JUL-2016,EQUITY_L (beyond Nifty 500)
SETL,Standard Engineering Technology Limited,Micro Cap,Information Technology,INE0M4D01010,13-JAN-2025,EQUITY_L (beyond Nifty 500)
SETUINFRA,Setubandhan Infrastructure Limited,Micro Cap,Construction & Infrastructure,INE023M01027,04-OCT-2011,EQUITY_L (beyond Nifty 500)
SEYAIND,Seya Industries Limited,Micro Cap,Others / Diversified,INE573R01012,11-JUL-2019,EQUITY_L (beyond Nifty 500)
SFL,Sheela Foam Limited,Micro Cap,Consumer Durables,INE916U01025,09-DEC-2016,Nifty Microcap 250
SGFIN,SG Finserve Limited,Micro Cap,Others / Diversified,INE618R01015,05-AUG-2025,EQUITY_L (beyond Nifty 500)
SGIL,Synergy Green Industries Limited,Micro Cap,Others / Diversified,INE00QT01015,28-JUL-2021,EQUITY_L (beyond Nifty 500)
SGL,STL Global Limited,Micro Cap,Others / Diversified,INE353H01010,10-APR-2006,EQUITY_L (beyond Nifty 500)
SGMART,SG Mart Limited,Micro Cap,Others / Diversified,INE385F01024,12-SEP-2025,EQUITY_L (beyond Nifty 500)
SHADOWFAX,Shadowfax Technologies Limited,Micro Cap,Information Technology,INE12UN01015,28-JAN-2026,EQUITY_L (beyond Nifty 500)
SHAH,Shah Metacorp Limited,Micro Cap,Others / Diversified,INE482J01021,27-OCT-2010,EQUITY_L (beyond Nifty 500)
SHAH-RE1,Shah Metacorp Ltd-RE,Micro Cap,Others / Diversified,INE482J20021,11-JUN-2026,EQUITY_L (beyond Nifty 500)
SHAHALLOYS,Shah Alloys Limited,Micro Cap,Metals & Mining,INE640C01011,16-JUN-2005,EQUITY_L (beyond Nifty 500)
SHAILY,Shaily Engineering Plastics Limited,Micro Cap,Consumer Durables,INE151G01028,04-APR-2022,Nifty Microcap 250
SHAKTIPUMP,Shakti Pumps (India) Limited,Micro Cap,Capital Goods,INE908D01010,29-JAN-2015,Nifty Microcap 250
SHALBY,Shalby Limited,Micro Cap,Others / Diversified,INE597J01018,15-DEC-2017,EQUITY_L (beyond Nifty 500)
SHALPAINTS,Shalimar Paints Limited,Micro Cap,Chemicals,INE849C01026,03-MAR-2008,EQUITY_L (beyond Nifty 500)
SHANKARA,Shankara Building Products Limited,Micro Cap,Construction & Infrastructure,INE274V01019,05-APR-2017,EQUITY_L (beyond Nifty 500)
SHANTI,Shanti Overseas (India) Limited,Micro Cap,Others / Diversified,INE933X01016,16-SEP-2021,EQUITY_L (beyond Nifty 500)
SHANTIGEAR,Shanthi Gears Limited,Micro Cap,Automobile & Auto Components,INE631A01022,17-JAN-1996,EQUITY_L (beyond Nifty 500)
SHANTIGOLD,Shanti Gold International Limited,Micro Cap,Metals & Mining,INE06ZD01017,01-AUG-2025,EQUITY_L (beyond Nifty 500)
SHARDACROP,Sharda Cropchem Limited,Micro Cap,Chemicals,INE221J01015,23-SEP-2014,Nifty Microcap 250
SHARDAMOTR,Sharda Motor Industries Limited,Micro Cap,Automobile & Auto Components,INE597I01028,03-SEP-2015,EQUITY_L (beyond Nifty 500)
SHARDUL,Shardul Securities Limited,Micro Cap,Financial Services,INE037B01020,20-APR-2026,EQUITY_L (beyond Nifty 500)
SHAREINDIA,Share India Securities Limited,Micro Cap,Financial Services,INE932X01026,21-SEP-2020,Nifty Microcap 250
SHBAJRG,Shri Bajrang Alliance Limited,Micro Cap,Others / Diversified,INE402H01015,20-APR-2026,EQUITY_L (beyond Nifty 500)
SHEKHAWATI,Shekhawati Industries Limited,Micro Cap,Others / Diversified,INE268L01046,12-JAN-2011,EQUITY_L (beyond Nifty 500)
SHEMAROO,Shemaroo Entertainment Limited,Micro Cap,Media & Entertainment,INE363M01019,01-OCT-2014,EQUITY_L (beyond Nifty 500)
SHILCTECH,Shilchar Technologies Limited,Micro Cap,Information Technology,INE024F01011,24-NOV-2025,EQUITY_L (beyond Nifty 500)
SHILPAMED,Shilpa Medicare Limited,Micro Cap,Healthcare,INE790G01031,03-DEC-2009,Nifty Microcap 250
SHINDL,Sharat Industries Limited,Micro Cap,Others / Diversified,INE220Z01013,20-APR-2026,EQUITY_L (beyond Nifty 500)
SHIVALIK,Shivalik Rasayan Limited,Micro Cap,Others / Diversified,INE788J01021,09-DEC-2021,EQUITY_L (beyond Nifty 500)
SHIVAMAUTO,Shivam Autotech Limited,Micro Cap,Information Technology,INE637H01024,21-NOV-2006,EQUITY_L (beyond Nifty 500)
SHIVAMILLS,Shiva Mills Limited,Micro Cap,Others / Diversified,INE644Y01017,26-FEB-2018,EQUITY_L (beyond Nifty 500)
SHIVATEX,Shiva Texyarn Limited,Micro Cap,Textiles & Apparel,INE705C01020,26-DEC-2017,EQUITY_L (beyond Nifty 500)
SHIVAUM,Shiv Aum Steels Limited,Micro Cap,Metals & Mining,INE719F01016,14-NOV-2025,EQUITY_L (beyond Nifty 500)
SHK,S H Kelkar and Company Limited,Micro Cap,Others / Diversified,INE500L01026,16-NOV-2015,EQUITY_L (beyond Nifty 500)
SHOPERSTOP,Shoppers Stop Limited,Micro Cap,Others / Diversified,INE498B01024,23-MAY-2005,EQUITY_L (beyond Nifty 500)
SHRADHA,Shradha Realty Limited,Micro Cap,Real Estate,INE715Y01031,22-OCT-2020,EQUITY_L (beyond Nifty 500)
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Micro Cap,Others / Diversified,INE232A01011,28-JAN-2020,EQUITY_L (beyond Nifty 500)
SHREEJISPG,Shreeji Shipping Global Limited,Micro Cap,Logistics & Transportation,INE1B6101010,26-AUG-2025,EQUITY_L (beyond Nifty 500)
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Micro Cap,Chemicals,INE712K01011,10-SEP-2015,EQUITY_L (beyond Nifty 500)
SHREERAMA,Shree Rama Multi-Tech Limited,Micro Cap,Information Technology,INE879A01019,13-MAR-2000,EQUITY_L (beyond Nifty 500)
SHRENIK,Shrenik Limited,Micro Cap,Others / Diversified,INE632X01030,02-AUG-2019,EQUITY_L (beyond Nifty 500)
SHREYANIND,Shreyans Industries Limited,Micro Cap,Others / Diversified,INE231C01019,06-NOV-1996,EQUITY_L (beyond Nifty 500)
SHRIKRISH,Shri Krishna Devcon Limited,Micro Cap,Others / Diversified,INE997I01012,20-APR-2026,EQUITY_L (beyond Nifty 500)
SHRINGARMS,Shringar House of Mangalsutra Limited,Micro Cap,Others / Diversified,INE1B3L01017,17-SEP-2025,EQUITY_L (beyond Nifty 500)
SHRIPISTON,Shriram Pistons & Rings Limited,Micro Cap,Automobile and Auto Components,INE526E01018,02-JUN-2016,Nifty Microcap 250
SHRIRAMPPS,Shriram Properties Limited,Micro Cap,Real Estate,INE217L01019,20-DEC-2021,EQUITY_L (beyond Nifty 500)
SHYAMCENT,Shyam Century Ferrous Limited,Micro Cap,Others / Diversified,INE979R01011,28-JUL-2015,EQUITY_L (beyond Nifty 500)
SHYAMTEL,Shyam Telecom Limited,Micro Cap,Telecommunications,INE635A01023,06-NOV-2006,EQUITY_L (beyond Nifty 500)
SICAGEN,Sicagen India Limited,Micro Cap,Others / Diversified,INE176J01011,20-APR-2026,EQUITY_L (beyond Nifty 500)
SICALLOG,Sical Logistics Limited,Micro Cap,Logistics & Transportation,INE075B01020,12-OCT-2023,EQUITY_L (beyond Nifty 500)
SIGACHI,Sigachi Industries Limited,Micro Cap,Others / Diversified,INE0D0K01022,15-NOV-2021,EQUITY_L (beyond Nifty 500)
SIGIND,Signet Industries Limited,Micro Cap,Others / Diversified,INE529F01035,29-AUG-2018,EQUITY_L (beyond Nifty 500)
SIGMA,Sigma Solve Limited,Micro Cap,Others / Diversified,INE0A0S01028,09-JUN-2023,EQUITY_L (beyond Nifty 500)
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,Micro Cap,Information Technology,INE933B01012,19-JUL-2007,EQUITY_L (beyond Nifty 500)
SIGNPOST,Signpost India Limited,Micro Cap,Others / Diversified,INE0KGZ01021,14-FEB-2024,EQUITY_L (beyond Nifty 500)
SIKA,Sika Interplant Systems Limited,Micro Cap,Information Technology,INE438E01032,20-APR-2026,EQUITY_L (beyond Nifty 500)
SIKKO,Sikko Industries Limited,Micro Cap,Others / Diversified,INE112X01025,22-OCT-2021,EQUITY_L (beyond Nifty 500)
SIL,Standard Industries Limited,Micro Cap,Others / Diversified,INE173A01025,27-JAN-2004,EQUITY_L (beyond Nifty 500)
SILGO,Silgo Retail Limited,Micro Cap,Retail & Consumer Services,INE01II01013,03-MAR-2021,EQUITY_L (beyond Nifty 500)
SILINV,SIL Investments Limited,Micro Cap,Financial Services,INE923A01015,22-MAY-1996,EQUITY_L (beyond Nifty 500)
SILLYMONKS,Silly Monks Entertainment Limited,Micro Cap,Media & Entertainment,INE203Y01012,08-JUL-2020,EQUITY_L (beyond Nifty 500)
SILVERTUC,Silver Touch Technologies Limited,Micro Cap,Information Technology,INE625X01026,12-MAY-2022,EQUITY_L (beyond Nifty 500)
SIMBHALS,Simbhaoli Sugars Limited,Micro Cap,FMCG & Consumer Goods,INE748T01016,14-MAR-2016,EQUITY_L (beyond Nifty 500)
SIMPLEXINF,Simplex Infrastructures Limited,Micro Cap,Construction & Infrastructure,INE059B01024,09-MAR-2004,EQUITY_L (beyond Nifty 500)
SINCLAIR,Sinclairs Hotels Limited,Micro Cap,Retail & Consumer Services,INE985A01022,10-APR-2024,EQUITY_L (beyond Nifty 500)
SINDHUTRAD,Sindhu Trade Links Limited,Micro Cap,Others / Diversified,INE325D01025,20-JUN-2023,EQUITY_L (beyond Nifty 500)
SINGERIND,Singer India Limited,Micro Cap,Others / Diversified,INE638A01035,19-MAR-2026,EQUITY_L (beyond Nifty 500)
SINTERCOM,Sintercom India Limited,Micro Cap,Others / Diversified,INE129Z01016,07-OCT-2020,EQUITY_L (beyond Nifty 500)
SIRCA,Sirca Paints India Limited,Micro Cap,Chemicals,INE792Z01011,22-JUL-2019,EQUITY_L (beyond Nifty 500)
SIS,SIS LIMITED,Micro Cap,Others / Diversified,INE285J01028,10-AUG-2017,EQUITY_L (beyond Nifty 500)
SITINET,Siti Networks Limited,Micro Cap,Information Technology,INE965H01011,10-JAN-2007,EQUITY_L (beyond Nifty 500)
SIYSIL,Siyaram Silk Mills Limited,Micro Cap,Textiles & Apparel,INE076B01028,29-JAN-2007,EQUITY_L (beyond Nifty 500)
SJS,S.J.S. Enterprises Limited,Micro Cap,Information Technology,INE284S01014,15-NOV-2021,EQUITY_L (beyond Nifty 500)
SKFINDIA,SKF India Limited,Micro Cap,Automobile and Auto Components,INE640A01023,27-JAN-1999,Nifty Microcap 250
SKFINDUS,SKF India (Industrial) Limited,Micro Cap,Capital Goods,INE2J8701016,05-DEC-2025,Nifty Microcap 250
SKIPPER,Skipper Limited,Micro Cap,Capital Goods,INE439E01022,27-MAY-2015,Nifty Microcap 250
SKMEGGPROD,SKM Egg Products Export (India) Limited,Micro Cap,Logistics & Transportation,INE411D01023,14-MAR-1997,EQUITY_L (beyond Nifty 500)
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Micro Cap,Consumer Durables,INE01IU01018,06-JAN-2023,Nifty Microcap 250
SMARTLINK,Smartlink Holdings Limited,Micro Cap,Others / Diversified,INE178C01020,11-APR-2001,EQUITY_L (beyond Nifty 500)
SMARTWORKS,Smartworks Coworking Spaces Limited,Micro Cap,Services,INE0NAZ01010,17-JUL-2025,Nifty Microcap 250
SMCGLOBAL,SMC Global Securities Limited,Micro Cap,Financial Services,INE103C01036,24-FEB-2021,EQUITY_L (beyond Nifty 500)
SMLMAH,SML Mahindra Limited,Micro Cap,Capital Goods,INE294B01019,29-AUG-2003,Nifty Microcap 250
SMLT,Sarthak Metals Limited,Micro Cap,Metals & Mining,INE017W01010,25-NOV-2021,EQUITY_L (beyond Nifty 500)
SMSPHARMA,SMS Pharmaceuticals Limited,Micro Cap,Healthcare & Pharma,INE812G01025,28-FEB-2007,EQUITY_L (beyond Nifty 500)
SNOWMAN,Snowman Logistics Limited,Micro Cap,Logistics & Transportation,INE734N01019,12-SEP-2014,EQUITY_L (beyond Nifty 500)
SOFTTECH,Softtech Engineers Limited,Micro Cap,Information Technology,INE728Z01015,25-FEB-2022,EQUITY_L (beyond Nifty 500)
SOLARA,Solara Active Pharma Sciences Limited,Micro Cap,Healthcare & Pharma,INE624Z01016,27-JUN-2018,EQUITY_L (beyond Nifty 500)
SOLARWORLD,Solarworld Energy Solutions Limited,Micro Cap,Power & Renewables,INE0TY101024,30-SEP-2025,EQUITY_L (beyond Nifty 500)
SOLEX,Solex Energy Limited,Micro Cap,Others / Diversified,INE880Y01017,08-OCT-2025,EQUITY_L (beyond Nifty 500)
SOMANYCERA,Somany Ceramics Limited,Micro Cap,"Glass, Ceramics & Tiles",INE355A01028,22-NOV-1995,EQUITY_L (beyond Nifty 500)
SOMATEX,Soma Textiles & Industries Limited,Micro Cap,Textiles & Apparel,INE314C01013,14-AUG-1996,EQUITY_L (beyond Nifty 500)
SOMICONVEY,Somi Conveyor Beltings Limited,Micro Cap,Metals & Mining,INE323J01019,18-JUL-2016,EQUITY_L (beyond Nifty 500)
SONAL,Sonal Mercantile Limited,Micro Cap,"Glass, Ceramics & Tiles",INE321M01017,20-APR-2026,EQUITY_L (beyond Nifty 500)
SONAMLTD,SONAM LIMITED,Micro Cap,Others / Diversified,INE00LM01029,07-APR-2022,EQUITY_L (beyond Nifty 500)
SOTL,Savita Oil Technologies Limited,Micro Cap,Information Technology,INE035D01020,28-JUN-1995,EQUITY_L (beyond Nifty 500)
SOUTHBANK,The South Indian Bank Limited,Micro Cap,Financial Services,INE683A01023,08-DEC-1998,Nifty Microcap 250
SOUTHWEST,South West Pinnacle Exploration Limited,Micro Cap,Others / Diversified,INE980Y01015,18-APR-2019,EQUITY_L (beyond Nifty 500)
SPAL,S. P. Apparels Limited,Micro Cap,Textiles & Apparel,INE212I01016,12-AUG-2016,EQUITY_L (beyond Nifty 500)
SPANDANA,Spandana Sphoorty Financial Limited,Micro Cap,Financial Services,INE572J01011,19-AUG-2019,EQUITY_L (beyond Nifty 500)
SPARC,Sun Pharma Advanced Research Company Limited,Micro Cap,Healthcare,INE232I01014,18-JUL-2007,Nifty Microcap 250
SPCENET,Spacenet Enterprises India Limited,Micro Cap,Information Technology,INE970N01027,10-JAN-2017,EQUITY_L (beyond Nifty 500)
SPECIALITY,Speciality Restaurants Limited,Micro Cap,Retail & Consumer Services,INE247M01014,30-MAY-2012,EQUITY_L (beyond Nifty 500)
SPECTRUM,Spectrum Electrical Industries Limited,Micro Cap,Capital Goods & Engineering,INE01EO01010,28-MAR-2025,EQUITY_L (beyond Nifty 500)
SPENCERS,Spencer's Retail Limited,Micro Cap,Retail & Consumer Services,INE020801028,25-JAN-2019,EQUITY_L (beyond Nifty 500)
SPIC,Southern Petrochemicals Industries Corporation  Limited,Micro Cap,Chemicals,INE147A01011,10-JAN-1996,EQUITY_L (beyond Nifty 500)
SPLIL,SPL Industries Limited,Micro Cap,Others / Diversified,INE978G01016,26-JUL-2005,EQUITY_L (beyond Nifty 500)
SPMLINFRA,SPML Infra Limited,Micro Cap,Construction & Infrastructure,INE937A01023,14-FEB-1996,EQUITY_L (beyond Nifty 500)
SPORTKING,Sportking India Limited,Micro Cap,Logistics & Transportation,INE885H01029,24-AUG-2022,EQUITY_L (beyond Nifty 500)
SRD,Shankar Lal Rampal Dye-Chem Limited,Micro Cap,Chemicals,INE01NE01012,09-OCT-2024,EQUITY_L (beyond Nifty 500)
SREEL,Sreeleathers Limited,Micro Cap,Others / Diversified,INE099F01013,01-JAN-2014,EQUITY_L (beyond Nifty 500)
SRGHFL,SRG Housing Finance Limited,Micro Cap,Financial Services,INE559N01010,21-AUG-2023,EQUITY_L (beyond Nifty 500)
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Micro Cap,Others / Diversified,INE917H01012,08-MAY-2007,EQUITY_L (beyond Nifty 500)
SRM,SRM Contractors Limited,Micro Cap,Automobile & Auto Components,INE0R6Z01013,03-APR-2024,EQUITY_L (beyond Nifty 500)
SRTL,Shree Ram Twistex Limited,Micro Cap,Others / Diversified,INE19GK01015,02-MAR-2026,EQUITY_L (beyond Nifty 500)
SSDL,Saraswati Saree Depot Limited,Micro Cap,Others / Diversified,INE0PQ101010,20-AUG-2024,EQUITY_L (beyond Nifty 500)
SSWL,Steel Strips Wheels Limited,Micro Cap,Automobile & Auto Components,INE802C01033,06-JUN-2005,EQUITY_L (beyond Nifty 500)
STALLION,Stallion India Fluorochemicals Limited,Micro Cap,Chemicals,INE0RYC01010,23-JAN-2025,EQUITY_L (beyond Nifty 500)
STANLEY,Stanley Lifestyles Limited,Micro Cap,Others / Diversified,INE01A001028,28-JUN-2024,EQUITY_L (beyond Nifty 500)
STAR,Strides Pharma Science Limited,Micro Cap,Healthcare,INE939A01011,02-FEB-2000,Nifty Microcap 250
STARCEMENT,Star Cement Limited,Micro Cap,Construction Materials,INE460H01021,16-JUN-2017,Nifty Microcap 250
STARPAPER,Star Paper Mills Limited,Micro Cap,Paper & Packaging,INE733A01018,13-SEP-1995,EQUITY_L (beyond Nifty 500)
STARTECK,Starteck Finance Limited,Micro Cap,Financial Services,INE992I01013,04-MAY-2022,EQUITY_L (beyond Nifty 500)
STCINDIA,The State Trading Corporation of India Limited,Micro Cap,Others / Diversified,INE655A01013,01-APR-2003,EQUITY_L (beyond Nifty 500)
STEELCAS,Steelcast Limited,Micro Cap,Metals & Mining,INE124E01038,23-NOV-2021,EQUITY_L (beyond Nifty 500)
STEELCITY,Steel City Securities Limited,Micro Cap,Financial Services,INE395H01011,27-JUN-2019,EQUITY_L (beyond Nifty 500)
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Micro Cap,Metals & Mining,INE503B01021,20-JUL-2017,EQUITY_L (beyond Nifty 500)
STEL,Stel Holdings Limited,Micro Cap,Others / Diversified,INE577L01016,09-FEB-2011,EQUITY_L (beyond Nifty 500)
STERTOOLS,Sterling Tools Limited,Micro Cap,Capital Goods & Engineering,INE334A01023,02-FEB-2006,EQUITY_L (beyond Nifty 500)
STLNETWORK,STL Networks Limited,Micro Cap,Information Technology,INE1VXE01018,04-SEP-2025,EQUITY_L (beyond Nifty 500)
STLTECH,Sterlite Technologies Limited,Micro Cap,Telecommunication,INE089C01029,08-DEC-2000,Nifty Microcap 250
STOVEKRAFT,Stove Kraft Limited,Micro Cap,Others / Diversified,INE00IN01015,05-FEB-2021,EQUITY_L (beyond Nifty 500)
STUDDS,Studds Accessories Limited,Micro Cap,Others / Diversified,INE00Q601028,07-NOV-2025,EQUITY_L (beyond Nifty 500)
STYL,Seshaasai Technologies Limited,Micro Cap,Financial Services,INE04VU01023,30-SEP-2025,Nifty Microcap 250
STYLAMIND,Stylam Industries Limited,Micro Cap,Others / Diversified,INE239C01020,02-AUG-2021,EQUITY_L (beyond Nifty 500)
STYLEBAAZA,Baazar Style Retail Limited,Micro Cap,Retail & Consumer Services,INE01FR01028,06-SEP-2024,EQUITY_L (beyond Nifty 500)
STYRENIX,Styrenix Performance Materials Limited,Micro Cap,Chemicals,INE189B01011,29-MAR-1995,Nifty Microcap 250
SUBEXLTD,Subex Limited,Micro Cap,Others / Diversified,INE754A01055,05-NOV-2020,EQUITY_L (beyond Nifty 500)
SUBROS,Subros Limited,Micro Cap,Capital Goods,INE287B01021,13-JUL-2005,Nifty Microcap 250
SUDARCOLOR,Sudarshan Colorants India Limited,Micro Cap,Others / Diversified,INE492A01029,14-JUN-1995,EQUITY_L (beyond Nifty 500)
SUDARSCHEM,Sudarshan Chemical Industries Limited,Micro Cap,Chemicals,INE659A01023,25-MAY-1995,Nifty Microcap 250
SUDEEPPHRM,Sudeep Pharma Limited,Micro Cap,Chemicals,INE0QPI01025,28-NOV-2025,Nifty Microcap 250
SUKHJITS,Sukhjit Starch & Chemicals Limited,Micro Cap,Chemicals,INE450E01029,07-NOV-2022,EQUITY_L (beyond Nifty 500)
SULA,Sula Vineyards Limited,Micro Cap,Others / Diversified,INE142Q01026,22-DEC-2022,EQUITY_L (beyond Nifty 500)
SUMEETINDS,Sumeet Industries Limited,Micro Cap,Others / Diversified,INE235C01036,10-DEC-2010,EQUITY_L (beyond Nifty 500)
SUMIT,Sumit Woods Limited,Micro Cap,Others / Diversified,INE748Z01013,30-JUL-2019,EQUITY_L (beyond Nifty 500)
SUMMITSEC,Summit Securities Limited,Micro Cap,Financial Services,INE519C01017,28-JAN-2011,EQUITY_L (beyond Nifty 500)
SUNCLAY,Sundaram Clayton Limited,Micro Cap,Others / Diversified,INE0Q3R01026,29-DEC-2023,EQUITY_L (beyond Nifty 500)
SUNDARAM,Sundaram Multi Pap Limited,Micro Cap,Others / Diversified,INE108E01023,02-JUN-2010,EQUITY_L (beyond Nifty 500)
SUNDRMBRAK,Sundaram Brake Linings Limited,Micro Cap,Automobile & Auto Components,INE073D01013,17-JUL-1996,EQUITY_L (beyond Nifty 500)
SUNDRMFAST,Sundram Fasteners Limited,Micro Cap,Others / Diversified,INE387A01021,07-JUN-2000,EQUITY_L (beyond Nifty 500)
SUNDROP,Sundrop Brands Limited,Micro Cap,Others / Diversified,INE209A01019,06-DEC-2002,EQUITY_L (beyond Nifty 500)
SUNFLAG,Sunflag Iron And Steel Company Limited,Micro Cap,Metals & Mining,INE947A01014,29-SEP-2005,EQUITY_L (beyond Nifty 500)
SUNTECK,Sunteck Realty Limited,Micro Cap,Realty,INE805D01034,13-NOV-2009,Nifty Microcap 250
SUPERHOUSE,Superhouse Limited,Micro Cap,Others / Diversified,INE712B01010,26-SEP-2014,EQUITY_L (beyond Nifty 500)
SUPERSPIN,Super Spinning Mills Limited,Micro Cap,Textiles & Apparel,INE662A01027,08-JUL-2004,EQUITY_L (beyond Nifty 500)
SUPRAJIT,Suprajit Engineering Limited,Micro Cap,Capital Goods & Engineering,INE399C01030,18-FEB-2005,EQUITY_L (beyond Nifty 500)
SUPREME,Supreme Holdings & Hospitality (India) Limited,Micro Cap,Healthcare & Pharma,INE822E01011,03-FEB-2025,EQUITY_L (beyond Nifty 500)
SUPREMEENG,Supreme Engineering Limited,Micro Cap,Capital Goods & Engineering,INE319Z01021,04-DEC-2020,EQUITY_L (beyond Nifty 500)
SUPREMEINF,Supreme Infrastructure India Limited,Micro Cap,Construction & Infrastructure,INE550H01011,18-OCT-2007,EQUITY_L (beyond Nifty 500)
SUPRIYA,Supriya Lifescience Limited,Micro Cap,Healthcare,INE07RO01027,28-DEC-2021,Nifty Microcap 250
SURAJEST,Suraj Estate Developers Limited,Micro Cap,Others / Diversified,INE843S01025,26-DEC-2023,EQUITY_L (beyond Nifty 500)
SURAJLTD,Suraj Limited,Micro Cap,Others / Diversified,INE713C01016,29-AUG-2024,EQUITY_L (beyond Nifty 500)
SURAKSHA,Suraksha Diagnostic Limited,Micro Cap,Healthcare & Pharma,INE877V01027,06-DEC-2024,EQUITY_L (beyond Nifty 500)
SURANASOL,Surana Solar Limited,Micro Cap,Power & Renewables,INE272L01022,07-JAN-2011,EQUITY_L (beyond Nifty 500)
SURANAT&P,Surana Telecom and Power Limited,Micro Cap,Power & Renewables,INE130B01031,22-MAY-2002,EQUITY_L (beyond Nifty 500)
SURYALA,Suryalata Spinning Mills Limited,Micro Cap,Textiles & Apparel,INE132C01027,20-APR-2026,EQUITY_L (beyond Nifty 500)
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Micro Cap,Textiles & Apparel,INE713B01026,15-JUN-2005,EQUITY_L (beyond Nifty 500)
SURYAROSNI,Surya Roshni Limited,Micro Cap,Capital Goods,INE335A01020,10-MAY-1995,Nifty Microcap 250
SURYODAY,Suryoday Small Finance Bank Limited,Micro Cap,Financial Services - Banks,INE428Q01011,26-MAR-2021,EQUITY_L (beyond Nifty 500)
SUTLEJTEX,Sutlej Textiles and Industries Limited,Micro Cap,Textiles & Apparel,INE645H01027,14-DEC-2006,EQUITY_L (beyond Nifty 500)
SUVEN,Suven Life Sciences Limited,Micro Cap,Healthcare & Pharma,INE495B01038,23-OCT-2003,EQUITY_L (beyond Nifty 500)
SUVIDHAA,Suvidhaa Infoserve Limited,Micro Cap,Information Technology,INE018401013,31-MAR-2021,EQUITY_L (beyond Nifty 500)
SUYOG,Suyog Telematics Limited,Micro Cap,Others / Diversified,INE442P01014,20-AUG-2024,EQUITY_L (beyond Nifty 500)
SVLL,Shree Vasu Logistics Limited,Micro Cap,Logistics & Transportation,INE00CE01017,21-APR-2023,EQUITY_L (beyond Nifty 500)
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Micro Cap,Textiles & Apparel,INE308E01029,14-JUL-2021,EQUITY_L (beyond Nifty 500)
SWANDEF,Swan Defence and Heavy Industries Limited,Micro Cap,Capital Goods & Engineering,INE542F01020,20-JAN-2025,EQUITY_L (beyond Nifty 500)
SWARAJENG,Swaraj Engines Limited,Micro Cap,Others / Diversified,INE277A01016,06-DEC-1995,EQUITY_L (beyond Nifty 500)
SWELECTES,Swelect Energy Systems Limited,Micro Cap,Information Technology,INE409B01013,09-MAY-2006,EQUITY_L (beyond Nifty 500)
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Micro Cap,Construction,INE00M201021,20-AUG-2019,Nifty Microcap 250
SYMPHONY,Symphony Limited,Micro Cap,Others / Diversified,INE225D01027,15-JUN-2011,EQUITY_L (beyond Nifty 500)
SYNCOMF,Syncom Formulations (India) Limited,Micro Cap,Others / Diversified,INE312C01025,18-NOV-2022,EQUITY_L (beyond Nifty 500)
SYSTMTXC,Systematix Corporate Services Limited,Micro Cap,Information Technology,INE356B01024,06-OCT-2025,EQUITY_L (beyond Nifty 500)
TAALTECH,Taal Tech Limited,Micro Cap,Information Technology,INE524T01011,20-APR-2026,EQUITY_L (beyond Nifty 500)
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Micro Cap,Chemicals,INE123C01018,27-JUL-1995,EQUITY_L (beyond Nifty 500)
TAJGVK,Taj GVK Hotels & Resorts Limited,Micro Cap,Retail & Consumer Services,INE586B01026,20-DEC-2000,EQUITY_L (beyond Nifty 500)
TAKE,Take Solutions Limited,Micro Cap,Others / Diversified,INE142I01023,27-AUG-2007,EQUITY_L (beyond Nifty 500)
TALBROAUTO,Talbros Automotive Components Limited,Micro Cap,Automobile & Auto Components,INE187D01029,29-SEP-2006,EQUITY_L (beyond Nifty 500)
TAMBOLIIN,Tamboli Industries Limited,Micro Cap,Others / Diversified,INE864J01012,20-APR-2026,EQUITY_L (beyond Nifty 500)
TANLA,Tanla Platforms Limited,Micro Cap,Information Technology,INE483C01032,05-JAN-2007,Nifty Microcap 250
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Micro Cap,Construction & Infrastructure,INE555Z01020,16-APR-2024,EQUITY_L (beyond Nifty 500)
TARAPUR,Tarapur Transformers Limited,Micro Cap,Capital Goods & Engineering,INE747K01017,18-MAY-2010,EQUITY_L (beyond Nifty 500)
TARC,TARC Limited,Micro Cap,Realty,INE0EK901012,18-DEC-2020,Nifty Microcap 250
